s2_id,title,authors,abstract,publication_type,venue,date,year,is_open_access,open_access_pdf,s2_url,citations,field_of_study,query_source,pipeline_stages,topics,subject_areas,modalities,languages_supported,models_released,model_sizes,research_focus,contribution_type,relevance_score,relevance_reasoning,keywords
1403e6b9adf7712c35ae56327d52fe54603b87e1,Few-shot Learning with Multilingual Language Models,"['Xi Victoria Lin', 'Todor Mihaylov', 'Mikel Artetxe', 'Tianlu Wang', 'Shuohui Chen', 'Daniel Simig', 'Myle Ott', 'Naman Goyal', 'Shruti Bhosale', 'Jingfei Du', 'Ramakanth Pasunuru', 'Sam Shleifer', 'Punit Singh Koura', 'Vishrav Chaudhary', ""Brian O'Horo"", 'Jeff Wang', 'Luke Zettlemoyer', 'Zornitsa Kozareva', 'Mona T. Diab', 'Ves Stoyanov', 'Xian Li']",,['JournalArticle'],arXiv.org,,2021,False,,https://www.semanticscholar.org/paper/1403e6b9adf7712c35ae56327d52fe54603b87e1,271,"['Computer Science', 'Computer Science', 'Linguistics']",multilingual,"['Post-training', 'Evaluation']","['Multilingual Pretraining', 'Cross-Lingual Transfer', 'Language Modeling']","['Multilingualism and Cross-Lingual NLP', 'Language Modeling']",['Text'],['multilingual'],[],[],Multilinguality,"['Method', 'Evaluation']",3,"The paper addresses few-shot learning capabilities of multilingual language models, which is relevant for multilingual NLP but does not explicitly address efficiency or edge deployment challenges, placing it in a moderate relevance category.","['few-shot learning', 'multilingual language models', 'cross-lingual transfer', 'language modeling', 'post-training', 'evaluation']"
16c64f74ce0e6a59b0709c0d8e66596a5bc08ed6,The BigScience ROOTS Corpus: A 1.6TB Composite Multilingual Dataset,"['Hugo Laurenccon', 'Lucile Saulnier', 'Thomas Wang', 'Christopher Akiki', 'Albert Villanova del Moral', 'Teven Le Scao', 'L. V. Werra', 'Chenghao Mou', 'E. G. Ponferrada', 'Huu Nguyen', 'Jorg Frohberg', 'Mario vSavsko', 'Quentin Lhoest', 'Angelina McMillan-Major', 'Gérard Dupont', 'Stella Biderman', 'Anna Rogers', 'Loubna Ben Allal', 'F. Toni', 'Giada Pistilli', 'Olivier Nguyen', 'S. Nikpoor', 'Maraim Masoud', 'Pierre Colombo', 'Javier de la Rosa', 'Paulo Villegas', 'Tristan Thrush', 'S. Longpre', 'Sebastian Nagel', 'Leon Weber', 'M. Muñoz', 'Jian Zhu', 'Daniel Alexander van Strien', 'Zaid Alyafeai', 'Khalid Almubarak', 'Minh Chien Vu', 'Itziar Gonzalez-Dios', 'Aitor Soroa Etxabe', 'Kyle Lo', 'Manan Dey', 'Pedro Ortiz Suarez', 'Aaron Gokaslan', 'Shamik Bose', 'David Ifeoluwa Adelani', 'Long Phan', 'H. Tran', 'I. Yu', 'S. Pai', 'Jenny Chim', 'Violette Lepercq', 'Suzana Ilic', 'Margaret Mitchell', 'Sasha Luccioni', 'Yacine Jernite']","As language models grow ever larger, the need for large-scale high-quality text datasets has never been more pressing, especially in multilingual settings. The BigScience workshop, a 1-year international and multidisciplinary initiative, was formed with the goal of researching and training large language models as a values-driven undertaking, putting issues of ethics, harm, and governance in the foreground. This paper documents the data creation and curation efforts undertaken by BigScience to assemble the Responsible Open-science Open-collaboration Text Sources (ROOTS) corpus, a 1.6TB dataset spanning 59 languages that was used to train the 176-billion-parameter BigScience Large Open-science Open-access Multilingual (BLOOM) language model. We further release a large initial subset of the corpus and analyses thereof, and hope to empower large-scale monolingual and multilingual modeling projects with both the data and the processing tools, as well as stimulate research around this large multilingual corpus.",['JournalArticle'],Neural Information Processing Systems,2023-03-07,2023,True,http://arxiv.org/pdf/2303.03915,https://www.semanticscholar.org/paper/16c64f74ce0e6a59b0709c0d8e66596a5bc08ed6,208,"['Computer Science', 'Linguistics', 'Computer Science']",multilingual,"['Data Collection', 'Pretraining', 'Evaluation']","['Multilingual Pretraining', 'Language Modeling', 'Data-Efficient Training', 'Benchmark and Evaluation', 'Other']","['Multilingualism and Cross-Lingual NLP', 'Language Modeling', 'Resources and Evaluation']",['Text'],['multilingual'],['BLOOM'],[176.0],Multilinguality,"['Resource', 'Evaluation', 'Analysis']",3,"The paper presents a large-scale multilingual corpus used to train a massive multilingual language model, contributing substantially to multilinguality resources and evaluation. It does not focus on efficiency or edge deployment, so its relevance to edge-efficient multilingual NLP is moderate rather than high.","['ROOTS corpus', 'BigScience', 'BLOOM', 'multilingual dataset', '1.6TB corpus', '59 languages', 'large language models', 'data curation', 'language modeling', 'multilingual pretraining', 'open access dataset', 'data release', 'language coverage', 'text corpus', 'language resource']"
17fbffb05fa14e21d1c506fd5f0f568b955fe983,Do All Languages Cost the Same? Tokenization in the Era of Commercial Language Models,"['Orevaoghene Ahia', 'Sachin Kumar', 'Hila Gonen', 'Jungo Kasai', 'David R. Mortensen', 'Noah A. Smith', 'Yulia Tsvetkov']","Language models have graduated from being research prototypes to commercialized products offered as web APIs, and recent works have highlighted the multilingual capabilities of these products. The API vendors charge their users based on usage, more specifically on the number of ``tokens'' processed or generated by the underlying language models. What constitutes a token, however, is training data and model dependent with a large variance in the number of tokens required to convey the same information in different languages. In this work, we analyze the effect of this non-uniformity on the fairness of an API's pricing policy across languages. We conduct a systematic analysis of the cost and utility of OpenAI's language model API on multilingual benchmarks in 22 typologically diverse languages. We show evidence that speakers of a large number of the supported languages are overcharged while obtaining poorer results. These speakers tend to also come from regions where the APIs are less affordable to begin with. Through these analyses, we aim to increase transparency around language model APIs' pricing policies and encourage the vendors to make them more equitable.","['JournalArticle', 'Conference']",Conference on Empirical Methods in Natural Language Processing,2023-05-23,2023,True,http://arxiv.org/pdf/2305.13707,https://www.semanticscholar.org/paper/17fbffb05fa14e21d1c506fd5f0f568b955fe983,153,"['Computer Science', 'Computer Science', 'Linguistics', 'Economics']",multilingual,['Evaluation'],"['Benchmark and Evaluation', 'Multilingual Pretraining', 'Other']","['Multilingualism and Cross-Lingual NLP', 'Resources and Evaluation']",['Text'],['multilingual'],[],[],Multilinguality,"['Evaluation', 'Analysis']",3,"The paper provides an analysis of multilingual language model API pricing and tokenization fairness across languages, which is relevant to multilingual NLP. However, it does not focus on efficiency or edge device constraints directly, so it is moderately relevant.","['tokenization', 'language models', 'multilingual evaluation', 'API pricing', 'OpenAI', 'fairness', 'typological diversity', 'commercial language models', 'benchmarking', 'token counts', 'language fairness']"
181b4a18a17105c6c270ec533b96b519c9e28c42,Small Models Struggle to Learn from Strong Reasoners,"['Yuetai Li', 'Xiang Yue', 'Zhangchen Xu', 'Fengqing Jiang', 'Luyao Niu', 'B. Lin', 'Bhaskar Ramasubramanian', 'Radha Poovendran']","Large language models (LLMs) excel in complex reasoning tasks, and distilling their reasoning capabilities into smaller models has shown promise. However, we uncover an interesting phenomenon, which we term the Small Model Learnability Gap: small models ($\leq$3B parameters) do not consistently benefit from long chain-of-thought (CoT) reasoning or distillation from larger models. Instead, they perform better when fine-tuned on shorter, simpler reasoning chains that better align with their intrinsic learning capacity. To address this, we propose Mix Distillation, a simple yet effective strategy that balances reasoning complexity by combining long and short CoT examples or reasoning from both larger and smaller models. Our experiments demonstrate that Mix Distillation significantly improves small model reasoning performance compared to training on either data alone. These findings highlight the limitations of direct strong model distillation and underscore the importance of adapting reasoning complexity for effective reasoning capability transfer.","['JournalArticle', 'Conference']",Annual Meeting of the Association for Computational Linguistics,2025-02-17,2025,False,,https://www.semanticscholar.org/paper/181b4a18a17105c6c270ec533b96b519c9e28c42,71,"['Computer Science', 'Computer Science']",efficient,"['Post-training', 'Evaluation']","['Knowledge Distillation', 'Parameter-Efficient Fine-Tuning', 'Model Compression', 'Language Modeling']","['Language Modeling', 'Efficient Methods']",['Text'],['en'],[],[],Efficiency,"['Technique', 'Analysis']",3,"The paper addresses efficiency related to small model performance and distillation strategies, which is relevant to edge deployment, but does not directly address multilinguality or language diversity explicitly.","['Small Model Learnability Gap', 'chain-of-thought', 'CoT', 'Mix Distillation', 'reasoning capability transfer', 'large language models', 'LLMs', 'small models', 'parameter-efficient fine-tuning', 'model compression', 'distillation', 'fine-tuning', 'reasoning complexity']"
197ba7bbfdbb052b0770088815c110774220f397,Prompting PaLM for Translation: Assessing Strategies and Performance,"['David Vilar', 'Markus Freitag', 'Colin Cherry', 'Jiaming Luo', 'Viresh Ratnakar', 'George F. Foster']","Large language models (LLMs) that have been trained on multilingual but not parallel text exhibit a remarkable ability to translate between languages. We probe this ability in an in-depth study of the pathways language model (PaLM), which has demonstrated the strongest machine translation (MT) performance among similarly-trained LLMs to date. We investigate various strategies for choosing translation examples for few-shot prompting, concluding that example quality is the most important factor. Using optimized prompts, we revisit previous assessments of PaLM’s MT capabilities with more recent test sets, modern MT metrics, and human evaluation, and find that its performance, while impressive, still lags that of state-of-the-art supervised systems. We conclude by providing an analysis of PaLM’s MT output which reveals some interesting properties and prospects for future work.","['JournalArticle', 'Conference']",Annual Meeting of the Association for Computational Linguistics,2022-11-16,2022,True,http://arxiv.org/pdf/2211.09102,https://www.semanticscholar.org/paper/197ba7bbfdbb052b0770088815c110774220f397,217,"['Computer Science', 'Computer Science', 'Linguistics']",multilingual,"['Post-training', 'Evaluation']","['Machine Translation', 'Multilingual Pretraining', 'Benchmark and Evaluation']","['Machine Translation', 'Multilingualism and Cross-Lingual NLP', 'Resources and Evaluation']",['Text'],['multilingual'],[],[],Multilinguality,"['Evaluation', 'Analysis']",3,"The paper focuses on evaluating and analyzing multilingual translation capabilities of a large pretrained model (PaLM), which is important for multilingual NLP, but does not address efficiency or edge deployment explicitly, resulting in moderate relevance.","['PaLM', 'Large Language Models', 'Few-shot prompting', 'Machine Translation', 'Multilingual Translation', 'Translation Evaluation', 'Human Evaluation', 'MT Metrics', 'Prompt Engineering', 'Multilingual Pretrained Models']"
1a9f394b5b7f5bcdecee487174a3f4fc65d30e33,Multilingual Jailbreak Challenges in Large Language Models,"['Yue Deng', 'Wenxuan Zhang', 'S. J. Pan', 'Lidong Bing']","While large language models (LLMs) exhibit remarkable capabilities across a wide range of tasks, they pose potential safety concerns, such as the ``jailbreak'' problem, wherein malicious instructions can manipulate LLMs to exhibit undesirable behavior. Although several preventive measures have been developed to mitigate the potential risks associated with LLMs, they have primarily focused on English. In this study, we reveal the presence of multilingual jailbreak challenges within LLMs and consider two potential risky scenarios: unintentional and intentional. The unintentional scenario involves users querying LLMs using non-English prompts and inadvertently bypassing the safety mechanisms, while the intentional scenario concerns malicious users combining malicious instructions with multilingual prompts to deliberately attack LLMs. The experimental results reveal that in the unintentional scenario, the rate of unsafe content increases as the availability of languages decreases. Specifically, low-resource languages exhibit about three times the likelihood of encountering harmful content compared to high-resource languages, with both ChatGPT and GPT-4. In the intentional scenario, multilingual prompts can exacerbate the negative impact of malicious instructions, with astonishingly high rates of unsafe output: 80.92\% for ChatGPT and 40.71\% for GPT-4. To handle such a challenge in the multilingual context, we propose a novel \textsc{Self-Defense} framework that automatically generates multilingual training data for safety fine-tuning. Experimental results show that ChatGPT fine-tuned with such data can achieve a substantial reduction in unsafe content generation. Data is available at \url{https://github.com/DAMO-NLP-SG/multilingual-safety-for-LLMs}.",['JournalArticle'],International Conference on Learning Representations,2023-10-10,2023,True,https://arxiv.org/pdf/2310.06474,https://www.semanticscholar.org/paper/1a9f394b5b7f5bcdecee487174a3f4fc65d30e33,218,"['Computer Science', 'Computer Science', 'Linguistics']",multilingual,"['Data Collection', 'Post-training', 'Evaluation']","['Multilingual Pretraining', 'Other']","['Multilingualism and Cross-Lingual NLP', 'Resources and Evaluation']",['Text'],['multilingual'],[],[],Multilinguality,"['Method', 'Resource', 'Evaluation', 'Analysis']",3,"The paper addresses multilingual jailbreak challenges and proposes a data generation and fine-tuning method to improve safety across languages, highlighting risks especially in low-resource languages. However, it does not focus on efficiency or edge deployment, so relevant more to multilinguality than the last-mile intersection with efficiency.","['large language models', 'LLMs', 'jailbreak', 'multilingual safety', 'multilingual prompts', 'low-resource languages', 'ChatGPT', 'GPT-4', 'safety fine-tuning', 'Self-Defense framework', 'multilingual data generation', 'unsafe content generation', 'multilingual NLP']"
1b28cfd31c05451a39894ec2c380c54e370b9cce,Do Multilingual Language Models Think Better in English?,"['Julen Etxaniz', 'Gorka Azkune', 'Aitor Soroa Etxabe', 'Oier Lopez de Lacalle', 'Mikel Artetxe']","Translate-test is a popular technique to improve the performance of multilingual language models. This approach works by translating the input into English using an external machine translation system before running inference. However, these improvements can be attributed to the use of a separate translation system, which is typically trained on large amounts of parallel data not seen by the language model. In this work, we introduce a new approach called self-translate that leverages the few-shot translation capabilities of multilingual language models. This allows us to analyze the effect of translation in isolation. Experiments over 5 tasks show that self-translate consistently outperforms direct inference, demonstrating that language models are unable to leverage their full multilingual potential when prompted in non-English languages. Our code is available at https://github.com/juletx/self-translate.","['JournalArticle', 'Conference']",North American Chapter of the Association for Computational Linguistics,2023-08-02,2023,True,https://arxiv.org/pdf/2308.01223,https://www.semanticscholar.org/paper/1b28cfd31c05451a39894ec2c380c54e370b9cce,109,"['Computer Science', 'Computer Science', 'Linguistics']",multilingual,"['Inference', 'Evaluation']","['Cross-Lingual Transfer', 'Multilingual Pretraining', 'Language Modeling', 'Benchmark and Evaluation']","['Multilingualism and Cross-Lingual NLP', 'Language Modeling', 'Resources and Evaluation']",['Text'],['multilingual'],[],[],Multilinguality,"['Method', 'Evaluation']",3,"The paper studies multilingual models and their behavior across languages, focusing on translation and language switching approaches to improve performance. Although important for multilingual understanding, it does not focus on efficiency or edge deployment, so relevance to last-mile efficient multilingual NLP is moderate.","['Translate-test', 'Self-translate', 'Multilingual language models', 'Few-shot translation', 'Cross-lingual transfer', 'External machine translation', 'Multilingual inference', 'Zero-shot', 'Prompting', 'Evaluation tasks', 'Multilingual performance']"
1c332cfa211400fc6f56983fb01a6692046116dd,DynaBERT: Dynamic BERT with Adaptive Width and Depth,"['Lu Hou', 'Zhiqi Huang', 'Lifeng Shang', 'Xin Jiang', 'Qun Liu']","The pre-trained language models like BERT and RoBERTa, though powerful in many natural language processing tasks, are both computational and memory expensive. To alleviate this problem, one approach is to compress them for specific tasks before deployment. However, recent works on BERT compression usually reduce the large BERT model to a fixed smaller size, and can not fully satisfy the requirements of different edge devices with various hardware performances. In this paper, we propose a novel dynamic BERT model (abbreviated as DynaBERT), which can run at adaptive width and depth. The training process of DynaBERT includes first training a width-adaptive BERT and then allows both adaptive width and depth, by distilling knowledge from the full-sized model to small sub-networks. Network rewiring is also used to keep the more important attention heads and neurons shared by more sub-networks. Comprehensive experiments under various efficiency constraints demonstrate that our proposed dynamic BERT (or RoBERTa) at its largest size has comparable performance as BERT (or RoBERTa), while at smaller widths and depths consistently outperforms existing BERT compression methods.",['JournalArticle'],Neural Information Processing Systems,2020-04-01,2020,False,,https://www.semanticscholar.org/paper/1c332cfa211400fc6f56983fb01a6692046116dd,370,"['Geology', 'Computer Science', 'Computer Science']",efficient,"['Post-training', 'Inference', 'Evaluation']","['Model Compression', 'Knowledge Distillation', 'Quantization', 'Efficient Architectures', 'Parameter-Efficient Fine-Tuning']",['Efficient Methods'],['Text'],[],['DynaBERT'],[],Efficiency,"['Method', 'Technique', 'Evaluation']",3,The paper focuses on improving efficiency of BERT models via dynamic width and depth adaptation for deployment on edge devices but does not explicitly address multilingual scenarios or language diversity.,"['DynaBERT', 'BERT compression', 'Dynamic BERT', 'Adaptive width', 'Adaptive depth', 'Knowledge distillation', 'Network rewiring', 'Efficient architectures', 'Model compression', 'Transformer', 'RoBERTa', 'Edge deployment']"
1cff5549753a518ed9d6a3517b5050968d710b27,LLaMA Beyond English: An Empirical Study on Language Capability Transfer,"['Jun Zhao', 'Zhihao Zhang', 'Qi Zhang', 'Tao Gui', 'Xuanjing Huang']","In recent times, substantial advancements have been witnessed in large language models (LLMs), exemplified by ChatGPT, showcasing remarkable proficiency across a range of complex tasks. However, many mainstream LLMs (e.g. LLaMA) are pretrained on English-dominant corpus, which limits their performance in other non-English languages. In this paper, we focus on how to effectively transfer the capabilities of language generation and following instructions to a non-English language. To answer this question, we conduct an extensive empirical investigation based on LLaMA, accumulating over 1440 GPU hours. We analyze the impact of key factors such as vocabulary extension, further pretraining, and instruction tuning on transfer. To accurately assess the model's level of knowledge, we employ four widely used standardized testing benchmarks: C-Eval, MMLU, AGI-Eval, and GAOKAO-Bench. Furthermore, a comprehensive evaluation of the model's response quality is conducted, considering aspects such as accuracy, fluency, informativeness, logical coherence, and harmlessness, based on LLM-Eval, a benchmarks consisting instruction tasks from 17 diverse categories. Our evaluation results demonstrate that comparable performance to state-of-the-art transfer models can be achieved with less than 1% of the pretraining data, both in terms of knowledge alignment and response quality. Furthermore, the experimental outcomes across the thirteen low-resource languages also exhibit similar trends. We anticipate that the conclusions revealed by the experiments will aid the community in developing non-English LLMs.",['JournalArticle'],arXiv.org,2024-01-02,2024,False,,https://www.semanticscholar.org/paper/1cff5549753a518ed9d6a3517b5050968d710b27,109,"['Computer Science', 'Computer Science', 'Linguistics']",multilingual,"['Pretraining', 'Post-training', 'Evaluation']","['Multilingual Pretraining', 'Cross-Lingual Transfer', 'Language Modeling', 'Parameter-Efficient Fine-Tuning', 'Benchmark and Evaluation']","['Multilingualism and Cross-Lingual NLP', 'Language Modeling', 'Resources and Evaluation']",['Text'],['multilingual'],[],[],Multilinguality,"['Evaluation', 'Analysis']",3,"The paper focuses on effective transfer of language capabilities from English-dominant LLaMA models to multiple non-English low-resource languages. While it advances understanding of multilingual transfer, it does not explicitly address efficiency concerns or edge deployment, thus it is moderately relevant for the last mile NLP context.","['LLaMA', 'language capability transfer', 'multilingual LLM', 'low-resource languages', 'instruction tuning', 'vocabulary extension', 'further pretraining', 'C-Eval', 'MMLU', 'AGI-Eval', 'GAOKAO-Bench', 'LLM-Eval', 'language generation', 'response quality', 'knowledge alignment', 'benchmarking', 'empirical study']"
1d26c947406173145a4665dd7ab255e03494ea28,GLM-130B: An Open Bilingual Pre-trained Model,"['Aohan Zeng', 'Xiao Liu', 'Zhengxiao Du', 'Zihan Wang', 'Hanyu Lai', 'Ming Ding', 'Zhuoyi Yang', 'Yifan Xu', 'Wendi Zheng', 'Xiao Xia', 'W. Tam', 'Zixuan Ma', 'Yufei Xue', 'Jidong Zhai', 'Wenguang Chen', 'P. Zhang', 'Yuxiao Dong', 'Jie Tang']","We introduce GLM-130B, a bilingual (English and Chinese) pre-trained language model with 130 billion parameters. It is an attempt to open-source a 100B-scale model at least as good as GPT-3 (davinci) and unveil how models of such a scale can be successfully pre-trained. Over the course of this effort, we face numerous unexpected technical and engineering challenges, particularly on loss spikes and divergence. In this paper, we introduce the training process of GLM-130B including its design choices, training strategies for both efficiency and stability, and engineering efforts. The resultant GLM-130B model offers significant outperformance over GPT-3 175B (davinci) on a wide range of popular English benchmarks while the performance advantage is not observed in OPT-175B and BLOOM-176B. It also consistently and significantly outperforms ERNIE TITAN 3.0 260B -- the largest Chinese language model -- across related benchmarks. Finally, we leverage a unique scaling property of GLM-130B to reach INT4 quantization without post training, with almost no performance loss, making it the first among 100B-scale models and more importantly, allowing its effective inference on 4$\times$RTX 3090 (24G) or 8$\times$RTX 2080 Ti (11G) GPUs, the most affordable GPUs required for using 100B-scale models. The GLM-130B model weights are publicly accessible and its code, training logs, related toolkit, and lessons learned are open-sourced at \url{https://github.com/THUDM/GLM-130B/}.",['JournalArticle'],International Conference on Learning Representations,2022-10-05,2022,True,http://arxiv.org/pdf/2210.02414,https://www.semanticscholar.org/paper/1d26c947406173145a4665dd7ab255e03494ea28,1246,"['Computer Science', 'Computer Science', 'Linguistics']",efficient,"['Pretraining', 'Post-training', 'Inference', 'Evaluation']","['Multilingual Pretraining', 'Model Compression', 'Quantization', 'Efficient Architectures', 'Language Modeling']","['Multilingualism and Cross-Lingual NLP', 'Efficient Methods', 'Language Modeling']",['Text'],"['en', 'zh']",['GLM-130B'],[130.0],Both,"['Method', 'Technique', 'Resource', 'Evaluation']",5,"The paper presents a large-scale bilingual model with a focus on efficient training and inference through INT4 quantization allowing deployment on affordable GPUs, directly addressing the intersection of multilingual NLP and efficiency for edge device suitability.","['GLM-130B', 'bilingual model', 'English', 'Chinese', '130B parameters', 'pre-training', 'quantization', 'INT4 quantization', 'no post training quantization', 'efficient inference', 'RTX 3090', 'RTX 2080 Ti', 'model compression', 'scaling property', 'language modeling', 'open-source', 'model weights', 'training stability', 'loss spikes', 'divergence', 'benchmark evaluation', 'GPT-3 comparison', 'ERNIE TITAN']"
1e4cda8be54999ced1324777fa462a85e2c9746c,ARBERT & MARBERT: Deep Bidirectional Transformers for Arabic,"['Muhammad Abdul-Mageed', 'AbdelRahim Elmadany', 'El Moatez Billah Nagoudi']","Pre-trained language models (LMs) are currently integral to many natural language processing systems. Although multilingual LMs were also introduced to serve many languages, these have limitations such as being costly at inference time and the size and diversity of non-English data involved in their pre-training. We remedy these issues for a collection of diverse Arabic varieties by introducing two powerful deep bidirectional transformer-based models, ARBERT and MARBERT. To evaluate our models, we also introduce ARLUE, a new benchmark for multi-dialectal Arabic language understanding evaluation. ARLUE is built using 42 datasets targeting six different task clusters, allowing us to offer a series of standardized experiments under rich conditions. When fine-tuned on ARLUE, our models collectively achieve new state-of-the-art results across the majority of tasks (37 out of 48 classification tasks, on the 42 datasets). Our best model acquires the highest ARLUE score (77.40) across all six task clusters, outperforming all other models including XLM-R Large ( 3.4x larger size). Our models are publicly available at https://github.com/UBC-NLP/marbert and ARLUE will be released through the same repository.","['JournalArticle', 'Conference']",Annual Meeting of the Association for Computational Linguistics,2020-12-27,2020,True,https://aclanthology.org/2021.acl-long.551.pdf,https://www.semanticscholar.org/paper/1e4cda8be54999ced1324777fa462a85e2c9746c,595,"['Computer Science', 'Computer Science', 'Linguistics']",multilingual,"['Pretraining', 'Post-training', 'Evaluation']","['Multilingual Pretraining', 'Language Modeling', 'Cross-Lingual Transfer', 'Benchmark and Evaluation']","['Multilingualism and Cross-Lingual NLP', 'Language Modeling', 'Resources and Evaluation']",['Text'],['ar'],"['ARBERT', 'MARBERT']",[],Multilinguality,"['Method', 'Resource', 'Evaluation']",3,"The paper targets Arabic varieties with specialized pretrained models and presents a new benchmark, which advances multilingual NLP substantially for a specific language. However, it does not primarily address efficiency or edge deployment aspects, focusing more on model quality and benchmarking for Arabic.","['ARBERT', 'MARBERT', 'ARLUE', 'Arabic varieties', 'pretrained language models', 'transformers', 'multi-dialectal Arabic', 'benchmark', 'fine-tuning', 'XLM-R', 'language understanding', 'classification tasks', 'state-of-the-art']"
2145fcceeb69385e108bf1796d52f974854d4c0b,ZeroGen: Efficient Zero-shot Learning via Dataset Generation,"['Jiacheng Ye', 'Jiahui Gao', 'Qintong Li', 'Hang Xu', 'Jiangtao Feng', 'Zhiyong Wu', 'Tao Yu', 'Lingpeng Kong']","There is a growing interest in dataset generation recently due to the superior generative capacity of large pre-trained language models (PLMs). In this paper, we study a flexible and efficient zero-short learning method, ZeroGen.Given a zero-shot task, we first generate a dataset from scratch using PLMs in an unsupervised manner. Then, we train a tiny task model (e.g., LSTM) under the supervision of the synthesized dataset. This approach allows highly efficient inference as the final task model only has orders of magnitude fewer parameters comparing to PLMs (e.g., GPT2-XL).Apart from being annotation-free and efficient, we argue that ZeroGen can also provide useful insights from the perspective of data-free model-agnostic knowledge distillation, and unreferenced text generation evaluation. Experiments and analysis on different NLP tasks, namely, text classification, question answering, and natural language inference, show the effectiveness of ZeroGen.","['JournalArticle', 'Conference']",Conference on Empirical Methods in Natural Language Processing,2022-02-16,2022,True,https://aclanthology.org/2022.emnlp-main.801.pdf,https://www.semanticscholar.org/paper/2145fcceeb69385e108bf1796d52f974854d4c0b,288,"['Computer Science', 'Computer Science']",efficient,"['Data Collection', 'Post-training', 'Inference', 'Evaluation']","['Knowledge Distillation', 'Data-Efficient Training', 'Text Classification', 'Question Answering', 'Language Modeling']","['Efficient Methods', 'Language Modeling']",['Text'],['en'],[],[],Efficiency,"['Method', 'Analysis', 'Evaluation']",3,"The paper proposes an efficient zero-shot learning method that reduces model size by training a tiny task model on generated datasets, focusing on efficiency. It does not explicitly address multilinguality or cross-lingual scenarios, so it moderately relates to efficiency but not the multilingual edge case.","['ZeroGen', 'zero-shot learning', 'dataset generation', 'large pre-trained language models', 'PLM', 'knowledge distillation', 'tiny task model', 'LSTM', 'efficient inference', 'annotation-free', 'data-free model-agnostic knowledge distillation', 'text classification', 'question answering', 'natural language inference', 'unreferenced text generation evaluation']"
2209dd35db8098b6c80caeda705f75339f141e22,Extreme Compression of Large Language Models via Additive Quantization,"['Vage Egiazarian', 'Andrei Panferov', 'Denis Kuznedelev', 'Elias Frantar', 'Artem Babenko', 'Dan Alistarh']","The emergence of accurate open large language models (LLMs) has led to a race towards performant quantization techniques which can enable their execution on end-user devices. In this paper, we revisit the problem of""extreme""LLM compression-defined as targeting extremely low bit counts, such as 2 to 3 bits per parameter-from the point of view of classic methods in Multi-Codebook Quantization (MCQ). Our algorithm, called AQLM, generalizes the classic Additive Quantization (AQ) approach for information retrieval to advance the state-of-the-art in LLM compression, via two innovations: 1) learned additive quantization of weight matrices in input-adaptive fashion, and 2) joint optimization of codebook parameters across each transformer blocks. Broadly, AQLM is the first scheme that is Pareto optimal in terms of accuracy-vs-model-size when compressing to less than 3 bits per parameter, and significantly improves upon all known schemes in the extreme compression (2bit) regime. In addition, AQLM is practical: we provide fast GPU and CPU implementations of AQLM for token generation, which enable us to match or outperform optimized FP16 implementations for speed, while executing in a much smaller memory footprint.","['JournalArticle', 'Conference']",International Conference on Machine Learning,2024-01-11,2024,False,,https://www.semanticscholar.org/paper/2209dd35db8098b6c80caeda705f75339f141e22,170,"['Computer Science', 'Computer Science']",efficient,"['Post-training', 'Inference']","['Quantization', 'Model Compression', 'Efficient Architectures']",['Efficient Methods'],['Text'],['multilingual'],['AQLM'],[],Efficiency,"['Method', 'Technique']",4,"The paper directly addresses extreme compression of large language models enabling their efficient deployment with low bit quantization, which is key for edge devices. While it does not focus explicitly on multilinguality, it applies broadly to large multilingual LLMs. Hence, it tackles the tension between efficiency and multilingual-capable models for constrained hardware, making it very relevant for the last mile of NLP.","['Additive Quantization', 'Multi-Codebook Quantization', 'AQLM', 'large language models', 'LLMs', 'extreme compression', '2-bit quantization', 'model compression', 'efficient inference', 'GPU implementation', 'CPU implementation', 'input-adaptive quantization', 'transformer block optimization', 'accuracy-vs-model-size']"
